id,word_vocalized,word_clean,root,pos,fusha_equivalent,definition,region,synonyms,phonetic_variants,note,source,examples,proverbs,tags
834,مَبْهُورَة,مبهورة,بهر,Adjective,مريضة / مصابة بضيق تنفس,تطلق على المرأة التي تعاني من النهيج أو ضيق التنفس نتيجة تعب أو مرض صدري.,General,[],[],تستخدم غالباً لوصف الحالة البدنية الناتجة عن الإرهاق الشديد. بضم الهاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 123,"[{""h"": ""الحبابه اليوم مبهورة، ما قدرت تطلع الدرج."", ""f"": ""الجدة اليوم تعاني من ضيق تنفس، لم تستطع صعود الدرج.""}, {""h"": ""ليش وجهش مبهور هكذا؟ عسى ما شر؟"", ""f"": ""لماذا تبدين متعبة ومنقطعة الأنفاس هكذا؟ هل هناك مكروه؟""}]",[],"[""Health"", ""Daily Life"", ""Breathing""]"
835,اَلْمَدَاحِقْ,المداحق,دحق,Noun,الأحذية,اسم عام يطلق على الأحذية، واشتقاقها من 'دحق' أي وطأ أو دعس الأرض.,General,[],[],كلمة تراثية لا تزال تستخدم في المناطق الريفية بكثرة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 123,"[{""h"": ""خل مداحقك عند السدة ولا تدحق بها فوق المفرشة."", ""f"": ""اترك حذائك عند الباب ولا تطأ بها فوق السجادة.""}, {""h"": ""اشتريت مداحق جديدة للعيد."", ""f"": ""اشتريت أحذية جديدة للعيد.""}]",[],"[""Clothing"", ""Daily Life"", ""Shoes""]"
836,مَنْتَرَة,منتره,نتر,Noun,المنحدر / المزلقة,المكان المنحدر الذي ينزلق منه الشخص أو الشيء.,General,[],[],تستخدم لوصف التضاريس الجبلية أو الأماكن المائلة في البيوت القديمة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 123,"[{""h"": ""انتبه وأنت تمشي في المنترة، الأرض تزلج."", ""f"": ""احذر وأنت تسير في المنحدر، الأرض زلقة.""}]",[],"[""Nature"", ""Daily Life"", ""Slope""]"
837,مَنّ,من,منن,Noun,وحدة وزن (أمنان),مقياس وزن تقليدي قديم، والجمع أمنان وأمنية، ويساوي تقريباً 28 رطلاً.,General,[],[],كان يستخدم قديماً في وزن التمور والحبوب.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 123,"[{""h"": ""بعنا خمسة أمنان من تمر الجزع."", ""f"": ""بعنا خمسة 'أمنان' (وحدات وزن) من تمر منطقة الجزع.""}]",[],"[""Weights"", ""Trade"", ""History"", ""Weight""]"
838,مَبَاصِرْ,مباصر,بصر,Noun,نظارات,النظارات الطبية أو الشمسية، وتسمية مشتقة من البصر.,General,[],[],مصطلح شائع جداً عند كبار السن في حضرموت.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 123,"[{""h"": ""نسيت مباصري في البيت، ما عاد ريت الكتابة."", ""f"": ""نسيت نظاراتي في البيت، لم أعد أرى الكتابة.""}]",[],"[""Daily Life"", ""Tools"", ""Glasses""]"
839,مَرْيَكُوزْ,مريكوز,ركز,Noun,رقصة بدوية,نوع من أنواع الرقص الشعبي المحبب لدى أهل البادية في حضرموت.,Badiyah,[],[],تتميز بإيقاع خاص وحركات رشيقة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 123,"[{""h"": ""البدو الليلة مسويين زامل ومريكوز يشرح البال."", ""f"": ""البدو الليلة يقيمون زاملاً ورقصة 'المريكوز' التي تبهج النفس.""}]",[],"[""Arts"", ""Social Customs"", ""Dance""]"
840,محقُبْ,محقب,حقب,Noun,وعاء البن,وعاء حافظ ومجوف، غالباً ما يكون مصنوعاً من خشب أو جلد، يوضع فيه حبوب البن.,General,[],[],يرتبط بتقاليد القهوة الحضرمية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 124,"[{""h"": ""هات المحقب، بنسوي قهوة مرة للضيوف."", ""f"": ""أحضر وعاء البن، سنصنع قهوة عربية للضيوف.""}]",[],"[""Tools"", ""Kitchen"", ""Coffee""]"
841,مُخَيْلَة,مخيله,خيل,Noun,تباشير المطر,بداية ظهور السحب المبشرة بالمطر، والمخاييلة هي الغيوث القادمة.,General,[],[],تستخدم للتفاؤل بقدوم الخير والمطر. بكسر الباء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 124,"[{""h"": ""السماء فيها مخيلة قوية، الظاهر السيل بيجي اليوم."", ""f"": ""السماء فيها علامات مطر قوية، يبدو أن السيل سيأتي اليوم.""}]",[],"[""Nature"", ""Weather"", ""Rain""]"
842,اَلْمَرْدَمْ,المردم,ردم,Noun,عتبة الباب العلوية,الخشبة العرضية التي تشكل الإطار العلوي للباب.,General,[],[],عنصر أساسي في العمارة الطينية الحضرمية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 124,"[{""h"": ""الباب طويل، حتى المردم حقه مزخرف بنقش قديم."", ""f"": ""الباب طويل، حتى عتبته العلوية مزخرفة بنقوش قديمة.""}]",[],"[""Architecture"", ""Daily Life"", ""Door""]"
843,مُعَزِّرْ,معزر,عزر,Adjective,سيء الخلق / منبوذ,وصف يطلق على الشخص كنوع من الإساءة والتهكم، ويقصد به الشخص الذي لا فائدة منه أو سيء الطباع.,General,[],[],كلمة تستخدم في المشاحنات اللفظية. بشد الزاء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 124,"[{""h"": ""خله ذا المعزر، ما بيجي منه خير."", ""f"": ""اترك هذا الشخص السيء، لن يأتي منه خير.""}]",[],"[""Expressions"", ""Social Context"", ""Bad""]"
844,اَلْمِخْرَمْ,المخرم,خرم,Noun,أداة حرث يدوية,أداة زراعية حديدية لها عدة أسنان، تستخدم لتفكيك التربة وتهويتها قبل الزرع.,General,[],[],أداة يدوية لا غنى عنها في الحقول الصغيرة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 124,"[{""h"": ""شغل المخرم في الطين عشان الأرض تشرب الماء."", ""f"": ""استخدم أداة الحرث في التربة لكي تمتص الأرض الماء.""}]",[],"[""Agriculture"", ""Tools"", ""Hoe""]"
845,مَشْقَاصْ,مشقاص,شقص,Noun,المناطق الشرقية لحضرموت,اسم جغرافي يطلق على مناطق شرق حضرموت الساحلية والداخلية (مثل الشحر وما بعدها).,General,[],[],يرتبط بلهجة خاصة وعادات تميز أهل المشقاص.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 124,"[{""h"": ""فلان راح المشقاص يشتري سمك يابس."", ""f"": ""فلان ذهب إلى المناطق الشرقية ليشتري سمكاً مجففاً.""}]",[],"[""Geography"", ""History"", ""East""]"
846,مَضْبِي,مضبي,ضبي,Noun,لحم مشوي على الحجر,طريقة حضرمية شهيرة لطبخ اللحم بشيه فوق أحجار صوان ساخنة.,General,[],[],من أشهر الوجبات العالمية ذات الأصل الحضرمي.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 124,"[{""h"": ""العشاء الليلة مضبي تيس بلدي."", ""f"": ""العشاء الليلة لحم تيس بلدي مشوي على الحجر.""}]",[],"[""Food"", ""Daily Life"", ""Meat"", ""Cooking""]"
847,مَرْزُومْ,مرزوم,رزم,Adjective,تمر مكنوز / معجون,وصف يطلق على التمر الذي يتم ضغطه وحفظه في أوعية حتى يصبح كتلة واحدة (عجينة).,General,[],[],طريقة تقليدية لحفظ التمر لفترات طويلة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 124,"[{""h"": ""هات لنا صحن تمر مرزوم مع القهوة."", ""f"": ""أحضر لنا طبق تمر مكنوز مع القهوة.""}]",[],"[""Food"", ""Agriculture""]"
848,اَلْمَجَرّ,المجر,جرر,Noun,حبل فتح الباب,حبل صغير يتدلى من فتحة في سدة البيت (الباب الكبير) لفتحه من الخارج عن طريق سحبه.,General,[],[],نظام أمان وفتح تقليدي في البيوت القديمة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 124,"[{""h"": ""اسحب المجر وافتح السدة لأبوك."", ""f"": ""اسحب الحبل وافتح الباب الكبير لوالدك.""}]",[],"[""Architecture"", ""Tools"", ""Door""]"
849,مَغْطَلْ,مغطل,غطل,Noun,الطين السائل,الطين المشبع بالماء جداً، يستخدم في الزراعة لسد الفتحات أو تثبيت قطب الأرض.,General,[],[],يستخدم بكثرة أثناء ري الأراضي الزراعية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 125,"[{""h"": ""يا ولد، غطل الطين زين عشان ما يهرب الماء."", ""f"": ""يا بني، ضع الطين السائل جيداً لكي لا يتسرب الماء.""}]",[],"[""Agriculture"", ""Daily Life"", ""Seed""]"
850,مِدْفَنّ,مدفن,دفن,Noun,أداة بذر الذرة,أداة خشبية أو حديدية تستخدم لدفن بذور الذرة في الطين بعد وضعها في التربة.,General,[],[],مرتبطة بموسم الزرع.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 125,"[{""h"": ""اليوم يوم الزرع، كل واحد يمسك مدفنه."", ""f"": ""اليوم هو يوم البذر، كل شخص يمسك بأداته لدفن البذور.""}]",[],"[""Agriculture"", ""Tools"", ""Seed""]"
851,مَزَّازْ,مزاز,مزز,Noun,أنبوب التدخين / المداعة,أنبوب يستخدم في تدخين التبغ (المداعة)، وأحياناً تطلق على نوع من السمسم (الجلجل).,General,[],[],في سياق آخر تطلق على سمسم معين يتميز بجودته.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 125,"[{""h"": ""شيبه قاعد يمرر المزاز حق المداعة طول العصر."", ""f"": ""الرجل الكبير جالس يسحب أنبوب المداعة طوال فترة العصر.""}]",[],"[""Daily Life"", ""Agriculture"", ""Pipe""]"
852,مِطْرَاقْ,مطراق,طرق,Noun,زقاق / شارع ضيق,درب أو شارع صغير وضيق بين البيوت.,General,[],[],تجمع على مطاريق.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 125,"[{""h"": ""بيتنا في ذاك المطراق الضيق."", ""f"": ""منزلنا يقع في ذلك الزقاق الضيق.""}]",[],"[""Architecture"", ""Geography"", ""Street""]"
853,مَجْعُوثْ,مجعوث,جعث,Adjective,فوضوي / غير مرتب,وصف للشيء المبعثر أو الشخص غير المهتم بهندامه وترتيب أشيائه.,General,[],[],كلمة دارجة جداً لوصف الفوضى.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 125,"[{""h"": ""ليش غرفتك مجعوثة هكذا؟ رتب ثيابك."", ""f"": ""لماذا غرفتك فوضوية هكذا؟ رتب ملابسك.""}]",[],"[""Daily Life"", ""Expressions"", ""Messy""]"
854,اَلْمَخْدُورْ,المخدور,خدر,Adjective,المثقوب,الشيء الذي به ثقب أو خرم، سواء كان ثوباً أو إناءً.,General,[],[],تستخدم في وصف الأدوات التالفة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 125,"[{""h"": ""ذا الماعون مخدور، ما يحفظ الماء."", ""f"": ""هذا الإناء مثقوب، لا يحفظ الماء.""}]",[],"[""Daily Life"", ""Tools"", ""Hole"", ""Broken""]"
855,اَلْمِرعَادْ,المرعاد,رعد,Noun,العرجون اللين,غصن أو عرجون النخلة عندما يكون ليناً ومرناً، ويتحرك (يرتعد) مع الريح.,General,[],[],وصف مادي يعبر عن المرونة. بكسر الراء والميم,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 125,"[{""h"": ""المرعاد ذا يصلح نسوي منه لعبة للجهال."", ""f"": ""هذا الغصن اللين يصلح لنصنع منه لعبة للأطفال.""}]",[],"[""Nature"", ""Agriculture"", ""Tree""]"
